"id","text"
14031,"In Professor Lockhart's day, the walls had been plastered with beaming, winking pictures of Professor Lockhart himself."
13977,"Alarmed as she was by Sirius's warnings about Karkaroff, Hermione still thought that the dragons were the more pressing problem."
13930,"The room was in semidarkness; the flames were the only source of light."
13922,"He had sneaked off his ship to try and find out what the first task was going to be."
13863,"Harry hurried to follow and found, to his great surprise, that Hagrid was leading him to the Beauxbatons carriage."
13858,"There was an air of enormous excitement about Hagrid."
13738,"Harry strode over to the barn owl, took the letter off its leg, and unrolled it."
13727,"The photographer seemed keenest to get Fleur at the front, but Rita Skeeter kept hurrying forward and dragging Harry into greater prominence."
13668,"The moment Rita Skeeter had spoken, the green quill had started to scribble, skidding across the parchment:  Attractive blonde Rita Skeeter, forty-three, who's savage quill has punctured many inflated reputations - ""Lovely,"" said Rita Skeeter, yet again, and she ripped the top piece of parchment off, crumpled it up, and stuffed it into her handbag."
13644,"Harry swung his bag over his shoulder, got up, and headed for the door."
13606,"Ron was standing against the wall with Dean and Seamus."
13588,"He thought he could have coped with the rest of the school's behavior if he could just have had Ron back as a friend, but he wasn't going to try and persuade Ron to talk to him if Ron didn't want to."
13575,"Hagrid's beetle-black eyes looked very anxious under his wild eyebrows."
13569,"To the class's horror, Hagrid proceeded to explain that the reason the skrewts had been killing one another was an excess of pent-up energy, and that the solution would be for each student to fix a leash on a skrewt and take it for a short walk."
13567,"Half the Triwizard champions have died..  . how long d'you reckon you're going to last, Potter?"
13554,"If Harry had thought that matters would improve once everyone got used to the idea of him being champion, the following day showed him how mistaken he was."
13514,"He wrenched the hangings shut around his four-poster, leaving Harry standing there by the door, staring at the dark red velvet curtains, now hiding one of the few people he had been sure would believe him."
13493,"She must have dashed through every picture lining seven staircases to reach here before him."
13481,"Couldn't someone have put Harry's name in the goblet as a trick, a practical joke?"
13412,"Harry will just have to do the best he  - ""  The door behind them opened again, and a large group of people came in: Professor Dumbledore, followed closely by Mr. Crouch, Professor Karkaroff, Madame Maxime, Professor McGonagall, and Professor Snape."
13340,"The flames inside the goblet turned suddenly red again."
13336,"He took out his wand and gave a great sweeping wave with it; at once, all the candles except those inside the carved pumpkins were extinguished, plunging them into a state of semidarkness."
13278,"A look of great excitement suddenly dawned on Hermione's face."
13198,"When the second course arrived they noticed a number of unfamiliar desserts too."
13152,"Three of them were still clutching scarves and shawls around their heads."
13120,"They were shivering, which was unsurprising, given that their robes seemed to be made of fine silk, and none of them were wearing cloaks."
13119,"Harry, whose attention had been focused completely upon Madame Maxime, now noticed that about a dozen boys and girls, all, by the look of them, in their late teens, had emerged from the carriage and were now standing behind Madame Maxime."
13108,"Then Harry saw a shining, high-heeled black shoe emerging from the inside of the carriage - a shoe the size of a child's sled - followed, almost immediately, by the largest woman he had ever seen in his life."
13096,"They scanned the darkening grounds excitedly, but nothing was moving; everything was still, silent, and quite as usual."
13074,"Harry pulled off Sirius's reply and offered Hedwig his bacon rinds, which she ate gratefully."
13039,"During the following week, there seemed to be only one topic of conversation, no matter where Harry went: the Triwizard Tournament."
13022,"Meanwhile Professor Binns, the ghost who taught History of Magic, had them writing weekly essays on the goblin rebellions of the eighteenth century."
13019,"Hermione, who had turned rather pink again, seemed to be trying not to look too pleased with herself."
12977,"Harry said, stroking her back as he carried her on his arm to one of the holes in the wall."
12976,"In the end, it was Harry suggesting she might be too tired, and that perhaps he would ask Ron to borrow Pigwidgeon, that made her stick out her leg and allow him to tie the letter to it."
12946,"Harry read it aloud:  Harry - I'm flying north immediately."
12924,"Fred and George had been gone ten minutes or so when the portrait hole opened and Hermione climbed into the common room carrying a sheaf of parchment in one hand and a box whose contents rattled as she walked in the other."
12880,"Neville was standing alone, halfway up the passage, staring at the stone wall opposite him with the same horrified, wide-eyed look he had worn when Moody had demonstrated the Cruciatus Curse."
12859,"Harry had been picturing his parents' deaths over and over again for three years now, ever since he'd found out they had been murdered, ever since he'd found out what had happened that night: Wormtail had betrayed his parents' whereabouts to Voldemort, who had come to find them at their cottage."
12855,"Harry stared at the blank blackboard as though fascinated by it, but not really seeing it at all...."
12843,"Several people looked uneasily around at her, including Ron."
12833,"No sound came from it, but Harry was sure that if it could have given voice, it would have been screaming."
12826,"Moody was looking very intently at Neville, this time with both eyes."
12707,"When the bell rang to signal the start of afternoon lessons, Harry and Ron set off for North Tower where, at the top of a tightly spiraling staircase, a silver stepladder led to a circular trapdoor in the ceiling, and the room where Professor Trelawney lived."
12703,"Hagrid simply loved monstrous creatures, the more lethal, the better."
12687,"They looked like deformed, shell-less lobsters, horribly pale and slimy-looking, with legs sticking out in very odd places and no visible heads."
12664,"A few seats along, Fred, George, and Lee Jordan were discussing magical methods of aging themselves and bluffing their way into the Triwizard Tournament."
12650,"The portrait swung forward to reveal a hole in the wall through which they all climbed."
12603,"The blue eye was moving ceaselessly, without blinking, and was rolling up, down, and from side to side, quite independently of the normal eye - and then it rolled right over, pointing into the back of the man's head, so that all they could see was whiteness."
12579,"But Hermione gave him a look so reminiscent of Professor McGonagall that he gave up."
12578,"Another clap of thunder shook the windows, and the stormy ceiling flashed, illuminating the golden plates as the remains of the first course vanished and were replaced, instantly, with puddings."
12518,"On Snape's other side was an empty seat, which Harry guessed was Professor McGonagall's."
12476,"Harry yelled, seeing a gigantic silhouette at the far end of the platform."
12450,"The lunch trolley came rattling along the corridor, and Harry bought a large stack of Cauldron Cakes for them to share."
12419,"They were very relieved to get out at King's Cross, even though the rain was coming down harder than ever, and they got soaked carrying their trunks across the busy road and into the station."
12392,"There was a funny spluttering noise from behind them."
12384,"It had a moldy-looking lace frill at the collar and matching lace cuffs."
12366,"Fred and George were sitting in a far corner, quills out, talking in whispers, their heads bent over a piece of parchment."
12348,"There was a silence in which Ron fidgeted absentmindedly with a hole in his Chudley Cannons bedspread."
12149,"Perhaps there was truth in what Malfoy had said; perhaps Hermione was in more danger than they were."
12094,"Then he realized that their heads were hooded and their faces masked."
12026,"Ministry wizards were flooding onto the field to separate the veela and the leprechauns, but with little success; meanwhile, the pitched battle below was nothing to the one taking place above."
12025,"Watching through his Omnioculars, Harry saw that they didn't look remotely beautiful now."
12022,"The leprechauns had risen into the air again, and this time, they formed a giant hand, which was making a very rude sign indeed at the veela across the field."
12009,"The veela on the other side of the field leapt to their feet, tossed their hair angrily, and started to dance again."
11987,"One hundred thousand wizards gasped as the two Seekers, Krum and Lynch, plummeted through the center of the Chasers, so fast that it looked as though they had just jumped from airplanes without parachutes."
11986,"The veela had stopped dancing, and Bulgaria was again in possession of the Quaffle."
11924,"However, under the gaze of the Minister of Magic, Mr. Malfoy didn't dare say anything."
11917,"Mr. Weasley and Mr. Malfoy looked at each other and Harry vividly recalled the last time they had come face-to-face: It had been in Flourish and Blotts' bookshop, and they had had a fight."
11911,"Edging along the second row to three still-empty seats right behind Mr. Weasley were none other than Dobby the house-elf's former owners: Lucius Malfoy; his son, Draco; and a woman Harry supposed must be Draco's mother."
11855,"By dusk, the still summer air itself seemed to be quivering with anticipation, and as darkness spread like a curtain over the thousands of waiting wizards, the last vestiges of pretence disappeared: the Ministry seemed to have bowed to the inevitable and stopped fighting the signs of blatant magic now breaking out everywhere."
11846,"Still, it's not as though we haven't got anything to took forward to, eh, Barty?"
11839,"I thought the chap was asking to borrow a pair of tweezers."
11805,"He was wearing long Quidditch robes in thick horizontal stripes of bright yellow and black."
11795,"Splintered matches littered the ground around him, but he looked as though he was having the time of his life."
11794,"Mr. Weasley was having no success at all in lighting the fire, but it wasn't for lack of trying."
11764,"They had walked into a patch of tents that were all covered with a thick growth of shamrocks, so that it looked as though small, oddly shaped hillocks had sprouted out of the earth."
11760,"Some, with furtive looks around them, conjured fires with their wands; others were striking matches with dubious looks on their faces, as though sure this couldn't work."
11750,"After a quick tour of the girls' tent, which was slightly smaller than the boys', though without the smell of cats, Harry, Ron, and Hermione set off across the campsite with the kettle and saucepans."
11731,"They trudged up the misty field between long rows of tents."
11567,"Ron and Hermione had been so deeply involved in helping Sirius escape from the Ministry of Magic that they were almost as concerned about Harry's godfather as he was."
11532,"Mrs. Weasley repeated, in a dangerous sort of voice."
11471,"Indeed, from the tone of his voice when he next spoke, Harry was quite sure that Mr. Weasley thought Dudley was quite as mad as the Dursleys thought he was, except that Mr. Weasley felt sympathy rather than fear."
11440,"Aunt Petunia shrieked and fell backward over the coffee table; Uncle Vernon caught her before she hit the floor, and gaped, speechless, at the Weasleys, all of whom had bright red hair, including Fred and George, who were identical to the last freckle."
11386,"Their children might don Muggle clothing during the holidays, but Mr. and Mrs. Weasley usually wore long robes in varying states of shabbiness."
11288,"Every bit of it was covered in stamps except for a square inch on the front, into which Mrs. Weasley had squeezed the Dursleys' address in minute writing."
11202,"It had been doubly hard to return to the Dursleys knowing that he had so nearly escaped them forever."
11193,"Harry leapt up from the bed, hurried across the room, and sat down at his desk; he pulled a piece of parchment toward him, loaded his eagle-feather quill with ink, wrote Dear Sirius, then paused, wondering how best to phrase his problem, still marveling at the fact that he hadn't thought of Sirius straight away."
11188,"The Weasleys were Harry's favorite family in the world; he was hoping that they might invite him to stay any time now (Ron had mentioned something about the Quidditch World Cup), and he somehow didn't want his visit punctuated with anxious inquiries about his scar."
11181,"But ... but You-Know-Who can't be near you now, can he?"
11166,"At once, Hermione Granger's voice seemed to fill his head, shrill and panicky."
11153,"If it hadn't been for Voldemort, Harry would not have had the lightning scar on his forehead."
11124,"Even Quidditch  -  in Harry's opinion, the best sport in the world  -  couldn't distract him at the moment."
11116,"As it happened, there was an extraordinary number of unusual things in this room."
11114,"Harry put his face into his hands, blocking out his bedroom, trying to hold on to the picture of that dimly lit room, but it was like trying to keep water in his cupped hands; the details were now trickling away as fast as he tried to hold on to them..."
11086,"And then the chair was facing Frank, and he saw what was sitting in it."
11078,"And I'll tell youthis too,"" he added, on a sudden inspiration, ""my wife knows I'm up here, and if I don't come back  - ""  ""You have no wife,"" said te cold voice, very quietly."
11004,"Frank caught a glimpse of a small man, his back to the door, pushing the chair into place."
10966,"As there was no proof that the Riddles had been murdered at all, the police were forced to let Frank go."
10943,"The maid had run screaming down the hill into the village and roused as many people as she could."
10912,"I used your name but told them to take the gold from my own Gringotts vault."
10882,"I'll fix it up with Mum and Dad, then I'll call you."
10830,"That brings her total of real predictions up to two."
10809,"Lupin threw his last few books into his case, closed the desk drawers, and turned to look at Harry."
10686,"He reached out, and as Buckbeak's wings fell, was able to tap sharply on the glass."
10663,"I knew I could do it this time,"" said Harry, ""because I'd already done it...."
10653,"It was shining brightly as the moon above ... it was coming back to him...."
10617,"He and Hermione would be running to him any moment...."
10600,"Then they saw movement  -   ""There goes Lupin,"" Hermione whispered."
10578,"Had all four of them been out on the grounds tonight?"
10435,"He looked wildly around at Hermione, the chain of the hourglass cutting into his neck."
10429,"He saw a tiny, sparkling hourglass hanging from it."
10401,"He crossed to the door and held it open for Snape, but Snape hadn't moved."
10388,"Harry jumped up out of bed; Hermione had done the same."
10313,"By the feeble light of his formless Patronus, He saw a dementor halt, very close to him."
10287,"Black was bleeding; there were gashes across his muzzle and back, but at Harry's words he scrambled up again, and in an instant, the sound of his paws faded to silence as he pounded away across the grounds."
10246,"Pettigrew was still wheezing and occasionally whimpering."
10238,"Black's gaunt face broke into the first true smile Harry had seen upon it."
10237,"Black turned right around to look at him; Snape's head was scraping the ceiling but Black didn't seem to care."
10213,"Lupin helped him to his feet; Ron put his weight gingerly on the leg and didn't wince."
10168,"It's so much harder for them to sense animal emotions that they were confused...."
10109,"There was another blinding flash of light and then  -   It was like watching a speeded-up film of a growing tree."
10035,"Not even I dreamed you would have the nerve to use this old place as your hideout  - ""  ""Severus, you're making a mistake,"" said Lupin urgently."
9946,"Black stopped struggling, though his hollowed eyes were still fixed on Scabbers, who was clamped tightly under Ron's bitten, scratched, ad bleeding hands."
9932,"Twenty minutes later, you left Hagrid, and set off back toward the castle."
9901,"But he never finished the question, because what he saw made his voice die in his throat."
9889,"Black was going to be handed back to the dementors."
9855,"His thin chest rose and fell rapidly as he watched Harry walking slowly nearer, his wand pointing straight at Black's heart."
9838,"The taunt about his father rang in Harry's ears as though Black had bellowed it."
9780,"He slithered between the battering branches like a snake and placed his front paws upon a knot on the trunk."
9754,"By the time they reached open ground, darkness was settling like a spell around them."
9685,"Harry had the cloak hidden down tie front of his robes; he had to keep his arms folded to hide the lump."
9612,"Harry gathered that they were representatives of the Committee for the Disposal of Dangerous Creatures, because tie very old wizard squinted toward Hagrid's cabin and said in a feeble voice, ""Dear, dear, I'm getting too old for this...."
9581,"Exams were nearly upon them, and instead of lazing around outside, the students were forced to remain inside the castle, trying to bully their brains into concentrating while enticing wafts of summer air drifted in through the windows."
9573,"There was Percy, jumping up and down like a maniac, all dignity forgotten."
9550,"Lee Jordan was howling into the megaphone, dancing out of Professor McGonagall's reach."
9547,"Malfoy had thrown himself forward, grabbed hold of the Firebolt's tail, and was pulling it back."
9533,"Madam Hooch awarded both teams penalties, and Wood pulled off another spectacular save, making the score forty-ten to Gryffindor."
9508,"Angelina was nearly thrown from her broom as Marcus Flint went smashing into her."
9487,"Harry climbed onto the windowsill to look right down into the shadows of the castle, but they weren't there."
9449,"The whole of Gryffindor House took up the challenge enthusiastically, so that it was impossible for Harry to get to classes on time because he was surrounded by a vast, chattering crowd."
9426,"Ron had taken over responsibility for Buckbeak's appeal."
9379,"Together they climbed the ladder into the dim, stifling tower room."
9378,"Hermione joined them at the foot of the ladder to Professor Trelawneys classroom twenty minutes later, looking extremely harrassed."
9372,"Hermione was sitting at a table, fast asleep, her head resting on an open Arithmancy book."
9346,"Their only chance of talking to him was during Care of Magical Creatures lessons."
9296,"Seconds later, Professor Lupin was clambering out of the fireplace, brushing ash off his shabby robes."
9086,"His portrait had been taken back to its lonely landing on the seventh floor, and the Fat Lady was back."
9083,"Professor McGonagall came back at dawn, to tell them that he had again escaped."
9017,"All right, then... if she wanted to tail him, she'd have to take the consequences...."
8924,"Close-up, Harry saw that she looked almost as tired as Lupin."
8880,"January faded imperceptibly into February, with no change in the bitterly cold weather."
8815,"Lupin grasped the lid of the packing case and pulled."
8763,"Professor Trelawney hesitated, then lowered herself into the empty chair, eyes shut and mouth clenched tight, as though expecting a thunderbolt to hit the table."
8699,"Hagrid went quiet for a moment, staring into his tea."
8605,"There was his father waving up at him, beaming, the untidy black hair Harry had inherited standing up in all directions."
8599,"Ron and Herinione watched Harry nervously all through dintier, not daring to talk about what they'd overheard, because Percy was sitting close by them."
8545,"But, as we all know, You-Know-Who met his downfall in little Harry Potter."
8509,"The door of the Three Broomsticks had opened again."
8444,"Harry glanced quickly up and down the corridor, then tucked the map away again, hoisted himself into the hole headfirst, and pushed himself forward."
8181,"I  - ""  But it wasn't Professor Lupin who looked up at him from the teacher's desk; it was Snape."
8111,"Instead he adopted an oily voice that was no better than his cackle."
8109,"It was Peeves the Poltergeist, bobbing over the crowd and looking delighted, as he always did, at the sight of wreckage or worry."
8039,"He accompanied them to the entrance hall, where Filch, the caretaker, was standing inside the front doors, checking off names against a long list, peering suspiciously into every face, and making sure that no one was sneaking out who shouldn't be going."
8038,"He and Hermione had finally forgotten their squabble about Crookshanks in the face of Harry's difficulties."
8007,"He barely talked to her all through Herbology, even though he, Harry, and Hermione were working together on the same puffapod."
8001,"Ron tried to pull the bag away from Crookshanks, but Crookshanks clung on, spitting and slashing."
7906,"Neville looked startled, but said, ""Well... always the same hat."
7890,"Nobody knows what a boggart looks like when he is alone, but when I let him out, he will immediately become whatever each of us most fears."
7884,"As Professor Lupin went to stand next to it, the wardrobe gave a sudden wobble, banging off the wall."
7870,"They set off again, the class looking at shabby Professor Lupin with increased respect."
7862,"Puzzled but interested, the class got to its feet and followed Professor Lupin out of the classroom."
7851,"Harry wasn't surprised; he could see that it was crammed with at least a dozen large and heavy books."
7790,"He swaggered into the dungeon, his right arm covered in bandages and bound up in a sling, acting, in Harry's opinion, as though he were the heroic survivor of some dreadful battle."
7774,"I don't know,"" Hermione said slowly, and Harry saw her glance at him."
7772,"They went up to the crowded Gryffindor common room after dinner and tried to do the homework Professor McGonagall had given them, but all three of them kept breaking off and glancing Out of the tower window."
7768,"They were among the first to reach the Great Hall at dinnertime, hoping to see Hagrid, but he wasn't there."
7765,"They all climbed the stone steps into the deserted entrance hall."
7666,"Harry, Ron, and Hermione descended Professor Trelawney's ladder and the winding stair in silence, then set off for Professor McGonagall's Transfiguration lesson."
7662,"Seamus Finnigan was tilting his head from side to side."
7600,"In fact, it didn't look like a classroom at all, more like a cross between someone's attic and an old-fashioned tea shop."
7593,"Every now and then they spotted him running through a picture ahead."
7561,"Harry, Ron, and Hermione were the last to stop clapping, and as Professor Dumbledore started speaking again, they saw that Hagrid was wiping his eyes on the tablecloth."
7531,"Harry went back into the corridor with Madam Pomfrey, who left for the hospital wing, muttering to herself He had to wait only a few minutes; then Hermione emerged looking very happy about something, followed by Professor McGonagall, and the three of them made their way back down the marble staircase to the Great Hall."
7529,"The thought of what Draco Malfoy would say if he had to go to the hospital wing was torture."
7516,"With a tiny hint of sarcasm in his voice, he said, ""Oh, no  -  er  -  Professor,"" then he smirked at Crabbe and Goyle and led them up the steps into the castle."
7451,"Professor Lupin appeared to be holding a handful of flames."
7393,"This had only one occupant, a man sitting fast asleep next to the window."
7392,"Harry, Ron, and Hermione set off down the corridor, looking for an empty compartment, but all were full except for the one at the very end of the train."
7385,"With a meaningful look at Harry, he leaned casually against the barrier."
7355,"Sirius Black had murdered thirteen people with one curse; Mr. and Mrs, Weasley obviously thought Harry would be panic-stricken if he knew the truth."
7332,"They didn't report it in the press because Fudge wanted it kept quiet, but Fudge went out to Azkaban the night Black escaped."
7263,"He got up, dressed, went for a last look at the Firebolt, and was just wondering where he'd have lunch, when someone yelled his name and he turned."
7243,"I thought we'd seen the worst when we bought two hundred copies of the Invisible Book of Invisibility -cost a fortune, and we never found them...."
7237,"Now Harry understood why Hagrid had said it would come in useful."
7212,"He could even go wherever he pleased, as long as it was in Diagon Alley, and as this long cobbled street was packed with the most fascinating wizarding shops in the world, Harry felt no desire to break his word to Fudge and stray back into the Muggle world."
7208,"The sky outside the window was changing rapidly from deep, velvety blue to cold, steely gray and then, slowly, to pink shot with gold."
7201,"And with a last smile and shake of Harry's hand, Fudge left the room."
7178,"He was still waiting to hear what was going to happen to him now."
7171,"Two members of the Accidental Magic Reversal Department were dispatched to Privet Drive a few hours ago."
7133,"Was inflating Aunt Marge bad enough to land him in Azkaban?"
7132,"He, Harry, had broken wizard law just like Sirius Black."
7074,"One of the knees in his jeans was torn, and the hand he had thrown out to break his fall was bleeding."
7056,"A funny prickling on the back of his neck had made Harry feel he was being watched, but the street appeared to be deserted, and no lights shone from any of the large square houses."
7036,"But after ten minutes alone in the dark street, a new emotion overtook him: panic."
6884,"Extremely unusual though he was, at that moment Harry Potter felt just like everyone else  -  glad, for the first time in his life, that it was his birthday."
6810,"He had pinned his Head Boy badge to the fez perched jauntily on top of his neat hair, his horn-rimmed glasses flashing in the Egyptian sun."
6756,"Of all the unusual things about Harry, this scar was the most extraordinary of all."
6708,"Harry's dead parents, who had been a witch and wizard themselves, were never mentioned under the Dursleys' roof For years, Aunt Petunia and Uncle Vernon had hoped that if they kept Harry as downtrodden as possible, they would be able to squash the magic out of him."
6674,"Draco was no longer strutting around the school as though he owned the place."
6654,"Mr. Malfoy ripped the sock off the diary, threw it aside, then looked furiously from the ruined book to Harry."
6633,"Imagine the effect on Arthur Weasley and his Muggle Protection Act, if his own daughter was discovered attacking and - killing Muggle-borns ...."
6621,"They'd heard that Arthur Weasleys daughter had been killed and wanted me back here at once."
6583,"When Dumbledore addressed him, Lockhart looked over his shoulder to see who he was talking to."
6547,"Mrs. Weasley let go of Harry, who hesitated for a moment, then walked over to the desk and laid upon it the Sorting Hat, the rubyencrusted sword, and what remained of Riddle's diary."
6490,"Then, without thinking, without considering, as though he had meant to do it all along, Harry seized the basilisk fang on the floor next to him and plunged it straight into the heart of the book."
6467,"A patch of scarlet swam past, and Harry heard a soft clatter of claws beside him."
6453,"A gleaming silver sword had appeared inside the hat, its handle glittering with rubies the size of eggs."
6452,"Stars winking in front of his eyes, he grabbed the top of the hat to pull it off and felt something long and hard beneath it."
6400,"If it had to be a fight between him and Riddle, better sooner than later."
6387,"Harry breathed, and he felt the bird's golden claws squeeze his shoulder gently  ""And that -"" said Riddle, now eyeing the ragged thing that Fawkes had dropped, ""that's the old school Sorting Hat -""  So it was."
6372,"Dumbledore saw through you when you were at school and he still frightens you now, wherever you're hiding these days -""  The smile had gone from Riddle's face, to be replaced by a very ugly look."
6350,"What if, even worse, I told you who'd been strangling roosters?"
6345,"Dumbledore never seemed to like me as much as the other teachers did ......"
6337,"Anger was coursing through him, and it was an effort to keep his voice steady."
6319,"So Ginny poured out her soul to me, and her soul happened to be exactly what I wanted ...."
6290,"He pointed toward the floor near the statue's giant toes."
6174,"Id never sell another book -""  Harry reached his wand just in time."
6169,"It's not all book signings and publicity photos, you know."
6115,"He didn't seem to notice that the other teachers were looking at him with something remarkably like hatred."
6113,"For one wild moment, Harry was sure it would be Dumbledore."
6076,"That why I've been hearing that voice all over the place, and nobody else has heard it."
6069,"This snake, which may reach gigantic size and live many hundreds of years, is born  from a chicken's egg, hatched beneath a toad."
6029,"She looked tense and nervous, and Harry noticed that her hands were twisting in her lap."
5965,"Feet away, towering above him, was a solid wall of spiders, clicking, their many eyes gleaming in their ugly black heads."
5886,"He had never been this deep into the forest before."
5824,"Most of their fellow students seemed glad that they were being shepherded from class to class by teachers, but Harry found it very irksome."
5805,"Mr. Lucius Malfoy strode into Hagrid's hut, swathed in a long black traveling cloak, smiling a cold and satisfied smile."
5777,"They found themselves face-to-face with him aiming a crossbow at them."
5776,"Seconds after they had knocked, Hagrid flung it open."
5753,"The Gryffindors packed inside the common room listened to Professor McGonagall in silence."
5733,"Oliver Wood, looking devastated, landed and ran toward Professor McGonagall without getting off his broomstick."
5696,"But the only thing Harry felt he was really good at was Quidditch."
5637,"Harry could tell that Riddle was doing some serious thinking."
5619,"This was Hogwarts as Riddle had known it, meaning that this unknown wizard was Headmaster, not Dumbledore, and he, Harry, was little more than a phantom, completely invisible to the people of fifty years ago."
5575,"The words shone momentarily on the page and they, too, sank without trace."
5521,"He was still convinced that Harry was the guilty one, that he had ""given himself away"" at the Dueling Club."
5477,"You just had to wander around with your nose in it, trying to do everything one-handed."
5474,"It had a shabby black cover and was as wet as everything else in the bathroom."
5402,"The Slytherin common room was a long, low underground room with rough stone walls and ceiling from which round, greenish lamps were hanging on chains."
5395,"Harry almost said something apologetic to Percy but caught himself just in time."
5380,"The words had barely left his mouth when a girl with long, curly hair emerged from the entrance."
5379,"All they needed now was a Slytherin that they could follow to the Slytherin common room, but there was nobody around."
5351,"The potion hissed loudly like a boiling kettle and frothed madly."
5334,"By far the hardest part was hiding them in the closet across the hall."
5236,"As he and Professor McGonagall stepped onto it, Harry heard the wall thud closed behind them."
5184,"He dropped his voice until it was barely more than a whisper, and said, ""That's probably why You- Know-Who wanted to kill him in the first place."
5144,"Both he and Hermione were looking as though someone had died."
5133,"Snape stepped forward, waved his wand, and the snake vanished in a small puff of black smoke."
5126,"Enraged, hissing furiously, it slithered straight toward Justin Finch-Fletchley and raised itself again, fangs exposed, poised to strike."
5049,"The holidays would be the perfect time to use the Polyjuice Potion and try to worm a confession out of him."
5022,"Harry dressed as quickly as he could and hurried off to Gryffindor Tower, desperate to tell Ron and Hermione about Colin and Dobby, but they weren't there."
4957,"It took a while to stuff the rubbery, boneless arm into a sleeve."
4921,"He could hear laughter from the crowd; he knew he must look very stupid, but the rogue Bludger was heavy and couldn't change direction as quickly as Harry could; he began a kind of roller-coaster ride around the edges of the stadium, squinting through the silver sheets of rain to the Gryffindor goal posts, where Adrian Pucey was trying to get past Wood  A whistling in Harry's ear told him the Bludger had just missed him again; he turned right over and sped in the opposite direction."
4897,"Harry saw George give the Bludger a powerful whack in the direction of Adrian Pucey, but the Bludger changed direction in midair and shot straight for Harry again."
4881,"He was nervous, mainly at the thought of what Wood would say if Gryffindor lost, but also at the idea of facing a team mounted on the fastest racing brooms gold could buy."
4830,"When he reached absently for his wand to remove the smudges, it ignited the parchment."
4827,"And he strode off, the back of his neck as red as Ron's ears."
4809,"Ron was standing well back and seemed to be fighting the impulse to run."
4748,"Harry had been held back in Potions, where Snape had made him stay behind to scrape tubeworms off the desks."
4715,"Harry said loudly, uncomfortably aware of everyone looking at him, including all the Lockharts on the walls."
4694,"Lockhart, looking excited and important, hurried after Dumbledore; so did Professors McGonagall and Snape."
4673,"As they edged nearer, Harry almost slipped - there was a large puddle of water on the floor; Ron and Hermione grabbed him, and they inched toward the message, eyes fixed on a dark shadow beneath it."
4647,"The assembly clapped wildly; Harry started to clap, too, but stopped quickly at the sight of Nick's face."
4608,"The firelight glowed over the countless squashy armchairs where people sat reading, talking, doing homework or, in the case of Fred and George Weasley, trying to find out what would happen if you fed a Filibuster firework to a salamander."
4552,"Nearly Headless Nick took several deep breaths and then said, in a far calmer tone, ""So - what's bothering you?"
4545,"He was pale as smoke, and Harry could see right through him to the dark sky and torrential rain outside."
4538,"Raindrops the size of bullets thundered on the castle windows for days on end; the lake rose, the flower beds turned into muddy streams, and Hagrid's pumpkins swelled to the size of garden sheds."
4522,"He was straining his ears to hear the voice again, but there was no sound now except for Lockhart telling him he mustn't expect a treat like this every time he got detention."
4497,"Professor McGonagall was walking toward them, looking stern."
4474,"I could tell it was really rude, of course -""  ""It's about the most insulting thing he could think of,"" gasped Ron, coming back up."
4438,"Harry knew at once that Malfoy had said something really bad because there was an instant uproar at his words."
4414,"He soared right around the stadium at full speed, racing Fred and George."
4398,"As Wood launched into a speech about his new tactics, Fred Weasley's head drooped right onto Alicia Spinnet's shoulder and he began to snore."
4370,"Harry, however, was shaken awake several hours earlier  *104*  than he would have liked by Oliver Wood, Captain of the Gryffindor Quidditch team."
4367,"Hedwig was still angry with Harry about the disasterous car journey and Ron's wand was still malfunctioning, surpassing itself on Friday morning by shooting out of Ron's hand in Charms and hitting tiny old Professor Flitwick squarely between the eyes, creating a large, throbbing green boil where it had struck."
4364,"The bell rang and there was a mad rush toward the exit."
4360,"The rest proceeded to wreck the classroom more effectively than a rampaging rhino."
4329,"He waited for them to laugh; a few people smiled weakly."
4231,"Professor Sprout was a squat little witch who wore a patched hat over her flyaway hair; there was usually a large amount of earth on her clothes and her fingernails would have made Aunt Petunia faint."
4069,"When they flew back beneath the clouds a little while later, they had to squint through the darkness for a landmark they knew."
4013,"Five minutes after that, they skidded to a halt in the yard so that Fred could run in for his broomstick."
4008,"Harry couldn't see how eight people, six large trunks, two owls, and a rat were going to fit into one small Ford Anglia."
3989,"Mr. Weasley flushed darker than either Ron or Ginny."
3959,"The crowd seemed to be made up mostly of witches around Mrs. Weasley's age."
3889,"Malfoy bent down to examine a shelf full of skulls."
3888,"Special permission from Dumbledore so he could play for Gryffindor."
3876,"Dizzy and bruised, covered in soot, he got gingerly to his feet, holding his broken glasses up to his eyes."
3864,"Stored in an underground vault at Gringotts in London was a small fortune that his parents had left him."
3860,"Harry had never met either of them, but knew that Charlie was in Romania studying dragons and Bill in Egypt working for the wizard's bank, Gringotts."
3843,"She nodded, blushing to the roots of her flaming hair, and put her elbow in the butter dish."
3749,"It looked as though it had once been a large stone pigpen, but extra rooms had been added here and there until it was several stories high and so crooked it looked as though it were held up by magic (which, Harry reminded himself, it probably was)."
3735,"It wouldn't be the first time he'd collapsed on a delivery."
3685,"Then the Dursleys appeared and Dudley rattled the bars of the cage, laughing at him."
3674,"The soup was stone-cold, but he drank half of it in one gulp."
3672,"The cat-flap rattled and Aunt Petunias hand appeared, pushing a bowl of canned soup into the room."
3665,"Otherwise, he was locked in his room around the clock."
